time_ms,ax,ay,az,gx,gy,gz,elbow_deg,wrist_dev_deg,abduction_deg,trail_len_px,trail_dY_px
1754939634548,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939634629,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939634712,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939634798,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939634880,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939634961,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635045,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635129,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635212,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635296,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635378,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635462,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635547,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635629,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635713,nan,nan,nan,nan,nan,nan,141.03609457930503,0.7450953655156898,18.799655038921234,1127.3069637009069,-331.0
1754939635797,nan,nan,nan,nan,nan,nan,147.45493960999804,0.7450953655156898,18.799655038921234,1626.9598432082705,111.0
1754939635924,nan,nan,nan,nan,nan,nan,147.45493960999804,0.7450953655156898,18.799655038921234,1626.9598432082705,111.0
1754939636043,nan,nan,nan,nan,nan,nan,147.45493960999804,0.7450953655156898,18.799655038921234,1626.9598432082705,111.0
1754939636128,nan,nan,nan,nan,nan,nan,146.8231930199046,0.7450953655156898,18.799655038921234,2152.9265721940496,-409.0
1754939636255,nan,nan,nan,nan,nan,nan,144.58801497160437,-2.0856698977222936,18.799655038921234,2358.8027485719876,-528.0
1754939636380,nan,nan,nan,nan,nan,nan,138.75757602819743,-2.025060259418737,18.799655038921234,2459.0274960149222,-619.0
1754939636504,nan,nan,nan,nan,nan,nan,136.7338140388215,-1.9513215237117407,18.799655038921234,2551.342175237676,-548.0
1754939636630,nan,nan,nan,nan,nan,nan,136.7338140388215,-1.9513215237117407,18.799655038921234,2551.342175237676,-548.0
1754939636713,nan,nan,nan,nan,nan,nan,136.7338140388215,-1.9513215237117407,18.799655038921234,2551.342175237676,-548.0
1754939636793,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939636920,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637004,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637085,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637170,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637254,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637337,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637418,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637504,nan,nan,nan,nan,nan,nan,131.0511243401744,-1.9513215237117407,18.799655038921234,2843.9306234033547,-470.0
1754939637585,nan,nan,nan,nan,nan,nan,139.2852246006869,-1.9513215237117407,18.799655038921234,3360.2948359510488,-16.0
1754939637712,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939637835,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939637922,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939638005,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939638084,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939638171,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939638262,nan,nan,nan,nan,nan,nan,144.61811509065473,-1.9513215237117407,16.862062785547987,3513.0331742947665,-1.0
1754939638335,nan,nan,nan,nan,nan,nan,141.82038555355822,-9.162502590285456,16.862062785547987,4232.842176739165,-676.0
1754939638462,nan,nan,nan,nan,nan,nan,141.82038555355822,-9.162502590285456,16.862062785547987,4232.842176739165,-676.0
1754939638544,nan,nan,nan,nan,nan,nan,137.29869231310593,-12.908310660230272,16.862062785547987,4471.0542671124285,-745.0
1754939638671,nan,nan,nan,nan,nan,nan,137.29869231310593,-12.908310660230272,16.862062785547987,4471.0542671124285,-745.0
1754939638755,nan,nan,nan,nan,nan,nan,137.29869231310593,-12.908310660230272,16.862062785547987,4471.0542671124285,-745.0
1754939638836,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939638961,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639084,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639169,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639259,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639340,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639419,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639502,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639586,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639675,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639754,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639839,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939639917,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640039,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640121,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640207,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640291,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640372,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640457,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640539,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640620,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640706,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640830,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640914,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939640997,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641080,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641164,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641250,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641329,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641415,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641498,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641581,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641663,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641750,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641830,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939641913,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642000,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642080,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642164,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642248,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642331,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642415,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642497,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642581,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642663,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642750,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
1754939642830,nan,nan,nan,nan,nan,nan,133.53641848148794,-13.478579825937246,16.862062785547987,4530.96253031543,-687.0
